ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,DTI,FEDTI
4645,9858,379,414,441,250427,32555.51,217871.49,1598.66,502,0.87,0.242611077,0.162168797
4646,8230,449,419,294,451199,108287.76,342911.24,1445.73,812,0.76,0.281133657,0.175665857
4647,9473,441,350,446,310215,80655.9,229559.1,967.83,820,0.74,0.185667687,0.102167212
4648,6814,318,469,444,388429,42727.19,345701.81,1855.8,707,0.89,0.387848547,0.272351042
4649,2856,446,363,445,383267,49824.71,333442.29,1591.9,768,0.87,0.840651261,0.557387955
4650,9773,316,475,293,323996,29159.64,294836.36,1407.59,649,0.91,0.224965722,0.144028446
4651,7887,384,431,301,271554,67888.5,203665.5,972.33,793,0.75,0.226617218,0.123282617
4652,3637,276,482,431,437061,104894.64,332166.36,2437.32,504,0.76,0.878559252,0.670145724
4653,3131,300,358,203,452546,58830.98,393715.02,2360.52,697,0.87,0.964075375,0.753918876
4654,4051,327,390,320,299447,26950.23,272496.77,1148.86,803,0.91,0.460592446,0.283599111
4655,5223,358,368,320,477897,105137.34,372759.66,2234.88,664,0.78,0.56689259,0.427892016
4656,2642,457,439,248,271734,70650.84,201083.16,1205.6,656,0.74,0.795457986,0.456320969
4657,3460,353,462,406,371355,103979.4,267375.6,1435.33,737,0.72,0.650384393,0.41483526
4658,8698,391,426,244,394165,74891.35,319273.65,1346.07,807,0.81,0.248685905,0.154756266
4659,5165,400,357,270,411826,82365.2,329460.8,1975.28,675,0.8,0.528999032,0.382435624
4660,3746,256,360,343,249336,59840.64,189495.36,1136.12,673,0.76,0.467730913,0.303288841
4661,8802,373,473,269,446386,80349.48,366036.52,1747.51,759,0.82,0.29465008,0.19853556
4662,3572,345,449,320,416353,87434.13,328918.87,2188.31,632,0.79,0.834913214,0.612628779
4663,8676,234,449,317,466826,88696.94,378129.06,1594.21,833,0.81,0.262472337,0.183749424
4664,6884,366,407,425,271507,51586.33,219920.67,1463.14,626,0.81,0.324831493,0.212542127
4665,5178,388,484,302,283911,45425.76,238485.24,1586.65,608,0.84,0.474826188,0.306421398
4666,4235,345,399,339,330498,33049.8,297448.2,1783.35,698,0.9,0.59677686,0.421097993
4667,5595,329,369,445,315294,63058.8,252235.2,1354.05,725,0.8,0.366764969,0.242010724
4668,9878,469,366,441,440292,123281.76,317010.24,1701.78,748,0.72,0.256811095,0.172279814
4669,8086,397,417,355,423904,38151.36,385752.64,2830.52,553,0.91,0.450719763,0.350051942
4670,2282,307,446,244,357966,71593.2,286372.8,1367.19,790,0.8,0.929092901,0.599119194
4671,6300,290,375,430,402796,116810.84,285985.16,2098.46,561,0.71,0.438644444,0.333088889
4672,6212,420,461,418,315427,53622.59,261804.41,1569.65,661,0.83,0.394502576,0.252680296
4673,2979,392,361,357,298354,80555.58,217798.42,1305.81,662,0.73,0.691107754,0.438338369
4674,3285,252,403,449,352441,81061.43,271379.57,1144.15,847,0.77,0.547686454,0.348295282
4675,3619,355,452,442,237987,45217.53,192769.47,1414.47,594,0.81,0.613835314,0.390845537
4676,8101,331,462,315,440247,44024.7,396222.3,2907.34,592,0.9,0.456775707,0.358886557
4677,9361,474,490,219,284087,22726.96,261360.04,1403.04,725,0.92,0.252861874,0.149881423
4678,5178,456,476,435,404518,117310.22,287207.78,2107.43,549,0.71,0.586989185,0.40699691
4679,9352,279,401,365,452708,22635.4,430072.6,3155.72,583,0.95,0.410149701,0.337437981
4680,3223,288,465,392,458732,105508.36,353223.64,1896.18,728,0.77,0.821960906,0.588327645
4681,9586,432,392,404,284220,42633,241587,1448.44,663,0.85,0.23705821,0.15109952
4682,6372,249,362,448,437442,96237.24,341204.76,1831.66,728,0.78,0.38334275,0.287454488
4683,6942,221,465,287,484912,140624.48,344287.52,1451.53,806,0.71,0.307912705,0.209093921
4684,4636,231,454,434,391826,109711.28,282114.72,2070.06,570,0.72,0.594275237,0.44651855
4685,7323,237,388,356,494116,44470.44,449645.56,2695.85,664,0.91,0.453482179,0.368134644
4686,7470,392,373,324,359564,82699.72,276864.28,1486.27,724,0.77,0.301374833,0.198965194
4687,7880,416,370,256,447882,125406.96,322475.04,2145.43,624,0.72,0.372008883,0.27226269
4688,7934,251,406,369,298578,68672.94,229905.06,1529.56,638,0.77,0.275593648,0.19278548
4689,9259,341,454,203,248011,37201.65,210809.35,1006.44,798,0.85,0.194560968,0.108698564
4690,6501,349,476,285,455167,109240.08,345926.92,1857.01,718,0.76,0.412553453,0.2856499
4691,3527,310,432,285,399075,23944.5,375130.5,1790.93,797,0.94,0.718154239,0.507777148
4692,3777,488,435,336,340501,91935.27,248565.73,1186.69,781,0.73,0.558562351,0.314188509
4693,3482,249,362,335,332543,43230.59,289312.41,1381.22,775,0.87,0.572148191,0.396674325
4694,4415,210,391,341,281578,33789.36,247788.64,1182.98,794,0.88,0.40407248,0.26794564
4695,8860,316,490,225,260878,75654.62,185223.38,884.28,776,0.71,0.190776524,0.099805869
4696,6617,373,397,406,289134,52044.12,237089.88,999.58,820,0.82,0.267429349,0.151062415
4697,8293,301,362,386,491796,34425.72,457370.28,3356.02,599,0.93,0.484628,0.404681056
4698,6490,404,379,264,292627,81935.56,210691.44,1545.98,521,0.72,0.358856703,0.238209553
4699,6117,226,477,390,315302,25224.16,290077.84,1222.98,826,0.92,0.314856956,0.199931339
4700,3438,453,400,427,427283,25636.98,401646.02,2672.16,648,0.94,1.025351949,0.777242583
4701,3288,278,396,251,428974,90084.54,338889.46,1428.77,825,0.79,0.639528589,0.434540754
4702,3197,450,445,335,378181,98327.06,279853.94,2053.47,501,0.74,0.922261495,0.642311542
4703,5771,471,434,270,445438,89087.6,356350.4,2370.81,607,0.8,0.567632993,0.410814417
4704,2679,303,430,209,448743,107698.32,341044.68,1830.8,741,0.76,0.95699888,0.683389324
4705,2166,469,425,419,249021,19921.68,229099.32,1681.05,593,0.92,1.188850416,0.776108033
4706,6076,463,379,429,421528,118027.84,303500.16,1629.25,738,0.72,0.406723173,0.268145161
4707,4510,487,487,200,325410,32541,292869,1572.18,742,0.9,0.564563193,0.34859867
4708,8523,240,427,293,276122,77314.16,198807.84,1322.67,605,0.72,0.233447143,0.155188314
4709,4171,479,415,406,370910,18545.5,352364.5,2585.53,501,0.95,0.834219612,0.619882522
4710,6944,232,390,428,476504,138186.16,338317.84,2482.46,501,0.71,0.447070853,0.35749712
4711,6947,314,498,349,408190,110211.3,297978.7,1982.46,632,0.73,0.40225421,0.285369224
4712,6203,335,404,379,388260,38826,349434,1668.25,792,0.9,0.388078349,0.268942447
4713,2711,309,447,306,312318,62463.6,249854.4,1662.29,602,0.8,0.892028772,0.613164884
4714,5138,216,381,396,328284,26262.72,302021.28,2216.13,548,0.92,0.547514597,0.431321526
4715,9162,326,355,339,399301,67881.17,331419.83,2204.94,620,0.83,0.314990177,0.240661428
4716,3084,403,409,278,320808,35288.88,285519.12,1363.11,757,0.89,0.705288586,0.441994163
4717,2612,282,435,358,252372,42903.24,209468.76,1124.47,712,0.83,0.705003828,0.430501531
4718,7925,361,491,403,295561,26600.49,268960.51,1612.55,656,0.91,0.310984227,0.203476341
4719,6725,429,377,269,235126,21161.34,213964.66,1423.51,633,0.91,0.331525651,0.211674349
4720,6396,483,388,340,463981,78876.77,385104.23,1623.61,842,0.83,0.390026579,0.253847717
4721,6818,418,486,202,412239,119549.31,292689.69,1754.82,676,0.71,0.389970666,0.257380463
4722,6222,323,470,404,460266,27615.96,432650.04,2593.96,681,0.94,0.544352298,0.416901318
4723,3806,230,458,393,254759,66237.34,188521.66,1383.31,570,0.74,0.544222281,0.363455071
4724,6712,459,450,234,480056,76808.96,403247.04,2958.88,749,0.84,0.576263409,0.440834327
4725,8858,204,365,274,430726,51687.12,379038.88,2781.25,650,0.88,0.378217431,0.313981711
4726,3679,443,476,379,457910,22895.5,435014.5,2894.16,612,0.95,1.036466431,0.786670291
4727,8899,418,436,325,385548,104097.96,281450.04,1872.49,636,0.73,0.306381616,0.210415777
4728,6560,301,382,439,399474,83889.54,315584.46,2315.65,596,0.79,0.45711128,0.352995427
4729,5115,299,445,325,382774,34449.66,348324.34,1468.55,827,0.91,0.432561095,0.287106549
4730,2094,473,467,378,439078,127332.62,311745.38,1488.32,756,0.71,1.15965616,0.710754537
4731,3614,281,407,408,287380,43107,244273,1166.2,788,0.85,0.513060321,0.322689541
4732,8912,264,380,443,444870,106768.8,338101.2,1815,733,0.76,0.275920108,0.203657989
4733,5235,206,360,367,437717,56903.21,380813.79,1818.06,770,0.87,0.455407832,0.347289398
4734,8245,485,485,271,248440,44719.2,203720.8,1093.62,705,0.82,0.250287447,0.132640388
4735,2235,257,418,364,481163,110667.49,370495.51,2221.31,668,0.77,1.295888143,0.99387472
4736,6352,212,460,248,268089,13404.45,254684.55,1694.42,621,0.95,0.372547229,0.266753778
4737,8721,236,408,377,389262,54496.68,334765.32,1411.38,813,0.86,0.235681688,0.161836945
4738,2406,244,403,219,312945,90754.05,222190.95,936.77,700,0.71,0.65825852,0.389347465
4739,3032,482,455,383,390900,109452,281448,1872.48,634,0.72,0.926609499,0.617572559
4740,7162,352,416,220,379250,64472.5,314777.5,2309.73,515,0.83,0.429730522,0.322497906
4741,5995,450,455,354,308145,73954.8,234190.2,1118.06,795,0.76,0.337457882,0.186498749
4742,2883,220,457,227,457614,77794.38,379819.62,2786.98,542,0.83,1.201519251,0.966694416
4743,6748,381,454,292,328302,39396.24,288905.76,1922.1,625,0.88,0.40858032,0.284839953
4744,4971,310,437,210,391911,50948.43,340962.57,2501.86,534,0.87,0.653562663,0.503291088
4745,6589,362,427,207,456900,45690,411210,1963.18,797,0.9,0.417693125,0.297948095
4746,7597,473,491,408,455612,31892.84,423719.16,2819.01,642,0.93,0.497961037,0.371068843
4747,9789,241,360,250,247441,39590.56,207850.44,876.31,823,0.84,0.150915313,0.089519869
4748,2169,266,422,240,493883,113593.09,380289.91,2790.43,506,0.77,1.603702167,1.286505302
4749,9462,492,460,351,414825,33186,381639,1609.01,810,0.92,0.270662651,0.170049672
4750,4617,219,452,261,445175,80131.5,365043.5,2678.56,572,0.82,0.725484081,0.580151614
4751,5183,472,445,215,416878,33350.24,383527.76,1831.02,791,0.92,0.530198727,0.353274166
4752,7540,277,409,236,383521,72868.99,310652.01,1483.1,796,0.81,0.287679045,0.196697613
4753,3112,493,441,443,273392,79283.68,194108.32,1042.02,736,0.71,0.634967866,0.334839332
4754,5984,490,477,202,408594,65375.04,343218.96,2518.42,585,0.84,0.582456551,0.420858957
4755,6641,450,424,230,236692,54439.16,182252.84,1337.31,557,0.77,0.332978467,0.201371781
4756,3302,431,385,342,302518,54453.24,248064.76,1045.85,842,0.82,0.563855239,0.316732283
4757,4771,351,482,373,291521,34982.52,256538.48,1882.39,544,0.88,0.569144833,0.394548313
4758,6609,256,484,316,457969,132811.01,325157.99,1949.49,697,0.71,0.406943562,0.294975034
4759,2638,374,426,265,290597,17435.82,273161.18,1151.66,835,0.94,0.739825625,0.43656558
4760,5347,250,454,389,274046,13702.3,260343.7,1732.07,640,0.95,0.455595661,0.323933047
4761,9592,344,422,413,257527,61806.48,195720.52,825.17,801,0.76,0.165885113,0.086026897
4762,7569,314,438,375,497046,104379.66,392666.34,2107.92,747,0.79,0.377846479,0.278493857
4763,8312,299,475,280,272882,35474.66,237407.34,1000.92,848,0.87,0.213537055,0.120418672
4764,4459,486,357,229,442457,84066.83,358390.17,2629.74,561,0.81,0.778815878,0.589760036
4765,9776,371,496,437,466399,55967.88,410431.12,2730.61,641,0.88,0.368004296,0.279317717
4766,5836,477,491,298,342326,27386.08,314939.92,2310.92,590,0.92,0.561843729,0.395976696
4767,2441,317,394,326,299187,59837.4,239349.6,1009.11,822,0.8,0.704674314,0.413400246
4768,8725,286,492,414,334703,56899.51,277803.49,1665.57,658,0.83,0.28006533,0.190896275
4769,9828,280,435,286,406430,93478.9,312951.1,1679.99,725,0.77,0.243690476,0.170939153
4770,3420,342,405,445,277089,58188.69,218900.31,922.89,834,0.79,0.48827193,0.269850877
4771,3664,255,422,440,298555,80609.85,217945.15,1599.2,596,0.73,0.621233624,0.436462882
4772,9643,206,476,386,393760,70876.8,322883.2,2148.15,648,0.82,0.293492689,0.222767811
4773,5749,253,408,386,247181,19774.48,227406.52,1512.94,638,0.92,0.378142286,0.263165768
4774,8734,470,402,432,247202,56856.46,190345.54,1266.37,621,0.77,0.244832837,0.14499313
4775,4438,324,475,427,484985,140645.65,344339.35,2290.9,629,0.71,0.696237044,0.516200991
4776,7257,409,436,363,249293,54844.46,194448.54,1426.79,524,0.78,0.313048091,0.196608792
4777,9483,274,464,334,388080,23284.8,364795.2,1741.59,795,0.94,0.261477381,0.183653907
4778,8515,236,409,295,433976,99814.48,334161.52,2451.96,526,0.77,0.3637064,0.287957722
4779,4476,383,406,227,324600,77904,246696,1479.07,683,0.76,0.506718052,0.330444593
4780,6239,437,404,378,446610,111652.5,334957.5,1599.14,774,0.75,0.391110755,0.256313512
4781,6276,431,432,248,275695,30326.45,245368.55,1800.43,553,0.89,0.424383365,0.286875398
4782,2417,419,416,417,479204,57504.48,421699.52,3094.28,588,0.88,1.625684733,1.280215143
4783,6516,349,392,264,493031,142978.99,350052.01,1879.15,717,0.71,0.40211019,0.288390117
4784,7588,216,375,313,311919,59264.61,252654.39,1065.2,826,0.81,0.218265683,0.140379547
4785,7078,400,416,409,322309,16115.45,306193.55,2037.11,608,0.95,0.403095507,0.287808703
4786,8811,341,485,389,236185,51960.7,184224.3,988.96,720,0.78,0.20598797,0.112241516
4787,6343,211,379,298,326785,55553.45,271231.55,1456.03,799,0.83,0.322565032,0.229549109
4788,6546,350,385,244,492615,123153.75,369461.25,1983.35,733,0.75,0.415268866,0.302986557
4789,8302,365,468,416,483759,48375.9,435383.1,2610.34,698,0.9,0.414760299,0.314423031
4790,5767,353,418,435,364534,61970.78,302563.22,1275.62,823,0.83,0.354884689,0.221192995
4791,5696,423,458,320,246075,31989.75,214085.25,1570.88,595,0.87,0.430456461,0.275786517
4792,6554,217,487,369,287613,34513.56,253099.44,1358.69,723,0.88,0.314722307,0.207306988
4793,3355,347,443,321,462943,78700.31,384242.69,1834.43,774,0.83,0.782244411,0.546774963
4794,9836,347,400,298,460199,119651.74,340547.26,2498.82,592,0.74,0.3299939,0.254048394
4795,4031,411,396,404,460095,101220.9,358874.1,2633.29,537,0.78,0.853458199,0.653259737
4796,8334,274,419,244,243749,60937.25,182811.75,1341.41,565,0.75,0.244109671,0.160956323
4797,6560,435,365,234,414477,53882.01,360594.99,2645.92,560,0.87,0.525292683,0.403341463
4798,7147,420,486,252,345878,51881.7,293996.3,1578.24,745,0.85,0.347591997,0.220825521
4799,7344,411,438,243,243311,65693.97,177617.03,748.84,810,0.73,0.217570806,0.101966231
4800,8436,486,494,305,323486,54992.62,268493.38,1786.29,611,0.83,0.327914889,0.211746088
4801,3426,202,484,364,366001,18300.05,347700.95,2551.31,505,0.95,0.94492411,0.744690601
4802,2421,439,432,334,284548,51218.64,233329.36,1712.09,526,0.82,1.066951673,0.707182982
4803,5227,308,417,235,473609,85249.62,388359.38,2849.64,559,0.82,0.683879855,0.545176966
4804,3223,288,424,431,492113,49211.3,442901.7,3249.86,578,0.9,1.229246044,1.00833385
4805,8662,387,480,418,322917,67812.57,255104.43,1529.48,685,0.79,0.276665897,0.17657354
4806,5684,447,398,298,314344,59725.36,254618.64,1366.85,721,0.81,0.389136172,0.240473258
4807,4031,400,497,389,294518,50068.06,244449.94,1030.61,816,0.83,0.478196477,0.255671049
4808,6044,318,452,297,434549,104291.76,330257.24,1576.7,797,0.76,0.388269358,0.260870285
4809,2524,378,437,434,323926,87460.02,236465.98,1269.4,740,0.73,0.825832013,0.502931854
4810,9281,276,423,396,249499,27444.89,222054.11,1477.33,633,0.89,0.23449305,0.15917789
4811,4998,469,416,310,380328,68459.04,311868.96,1674.18,708,0.82,0.512040816,0.334969988
4812,3433,478,419,204,294757,41265.98,253491.02,1860.03,577,0.86,0.803096417,0.541808913
4813,2912,264,404,385,437854,39406.86,398447.14,2923.66,573,0.91,1.233399725,1.004004121
4814,4999,246,395,293,307671,76917.75,230753.25,1383.48,668,0.75,0.404976995,0.27675135
4815,3300,235,441,329,339367,64479.73,274887.27,1475.65,717,0.81,0.652015152,0.447166667
4816,7964,201,496,323,311400,56052,255348,1076.56,821,0.82,0.222697137,0.135178302
4817,5364,317,366,330,413721,70332.57,343388.43,1447.74,799,0.83,0.397229679,0.269899329
4818,5963,373,473,282,460706,124390.62,336315.38,2467.76,503,0.73,0.555720275,0.41384538
4819,6344,266,463,329,478397,105247.34,373149.66,2738.04,544,0.78,0.546506936,0.431595208
4820,6968,242,364,436,480390,24019.5,456370.5,2449.9,707,0.95,0.438561998,0.351592997
4821,8452,232,399,295,361832,50656.48,311175.52,2283.3,528,0.86,0.344805963,0.270149077
4822,5985,408,369,239,486109,68055.26,418053.74,3067.53,546,0.86,0.642360902,0.512536341
4823,2054,356,494,415,255102,38265.3,216836.7,914.19,817,0.85,0.858904576,0.445077897
4824,4694,287,419,280,336654,20199.24,316454.76,1897.31,655,0.94,0.554603749,0.404198977
4825,3005,497,442,429,287552,17253.12,270298.88,1983.36,562,0.94,0.972499168,0.660019967
4826,5233,445,480,311,451093,54131.16,396961.84,1673.61,805,0.88,0.496581311,0.31981846
4827,8097,480,403,227,422518,76053.24,346464.76,2542.24,565,0.82,0.423025812,0.313973076
4828,6542,206,449,347,498990,89818.2,409171.8,2722.23,611,0.82,0.516238153,0.416115867
4829,5631,237,494,318,280115,81233.35,198881.65,1323.16,611,0.71,0.364794885,0.234977801
4830,8642,386,479,277,286627,31528.97,255098.03,1697.17,628,0.89,0.296478824,0.196386253
4831,4551,398,476,308,444525,44452.5,400072.5,2398.64,674,0.9,0.719103494,0.527057789
4832,8513,461,473,445,453147,54377.64,398769.36,2926.03,534,0.88,0.453427699,0.343713145
4833,7789,203,479,395,447863,116444.38,331418.62,2431.83,591,0.74,0.399772756,0.312213378
4834,3335,252,497,283,245267,14716.02,230550.98,1237.65,739,0.94,0.595697151,0.371109445
4835,6033,303,425,427,426951,102468.24,324482.76,1945.44,658,0.76,0.443136085,0.322466435
4836,8577,322,462,389,311051,31105.1,279945.9,1678.42,657,0.9,0.287095721,0.195688469
4837,7527,225,397,274,440277,61638.78,378638.22,2519.09,614,0.86,0.417309685,0.334673841
4838,2209,288,354,231,244409,14664.54,229744.46,1685.78,532,0.94,1.053770937,0.763141693
4839,8911,315,358,429,460275,27616.5,432658.5,1824.11,828,0.94,0.280227808,0.204703176
4840,7820,274,498,298,479741,124732.66,355008.34,2604.93,506,0.74,0.431832481,0.333111253
4841,6334,438,386,303,485403,121350.75,364052.25,1534.86,838,0.75,0.372412378,0.242320808
4842,9571,433,397,218,354855,60325.35,294529.65,2161.15,537,0.83,0.312522202,0.225801902
4843,2380,472,460,301,424523,114621.21,309901.79,1858.02,663,0.73,1.172277311,0.780680672
4844,5356,311,472,446,480510,91296.9,389213.1,1640.94,843,0.81,0.452565347,0.30637416
4845,7349,431,384,341,373154,52241.56,320912.44,2354.74,572,0.86,0.431315825,0.320416383
4846,9756,457,442,395,387982,85356.04,302625.96,2220.56,528,0.78,0.319758098,0.227609676
4847,7819,217,481,367,290773,81416.44,209356.56,882.66,815,0.72,0.202156286,0.112886558
4848,6312,222,433,206,399878,75976.82,323901.18,2376.67,586,0.81,0.480302598,0.376532003
4849,8742,493,395,396,247673,52011.33,195661.67,1050.35,723,0.79,0.221728437,0.120149851
4850,9533,317,446,291,321313,44983.82,276329.18,1838.42,626,0.86,0.272885765,0.192848002
4851,9038,428,492,388,489270,68497.8,420772.2,2258.8,740,0.86,0.351714981,0.249922549
4852,7916,428,425,386,474234,42681.06,431552.94,3166.58,509,0.91,0.507779181,0.400022739
4853,4975,442,488,257,242661,21839.49,220821.51,1620.31,589,0.91,0.512625126,0.325690452
4854,2105,333,411,211,380736,79954.56,300781.44,2207.03,515,0.79,1.401914489,1.048470309
4855,6546,216,446,257,397847,103440.22,294406.78,2160.25,584,0.74,0.431141155,0.330010694
4856,6745,264,433,307,413905,41390.5,372514.5,2733.38,511,0.9,0.508581171,0.405245367
4857,9065,267,492,270,237235,35585.25,201649.75,1208.99,666,0.85,0.217097628,0.133369002
4858,6819,486,476,304,474968,37997.44,436970.56,2907.18,630,0.92,0.567411644,0.42633524
4859,4674,465,471,396,243976,46355.44,197620.56,943.47,756,0.81,0.402111682,0.201854942
4860,7527,277,384,231,381386,57207.9,324178.1,2378.7,523,0.85,0.403839511,0.31602232
4861,3177,494,438,389,296586,71180.64,225405.36,1499.63,613,0.76,0.765385584,0.47202707
4862,2380,372,356,294,357125,96423.75,260701.25,1563.04,694,0.73,0.962621849,0.656739496
4863,7662,373,386,254,236079,54298.17,181780.83,1333.84,587,0.77,0.273145393,0.174085095
4864,8165,450,379,316,318654,38238.48,280415.52,1505.33,727,0.88,0.285894672,0.184363748
4865,3762,414,397,212,384124,80666.04,303457.96,1819.38,654,0.79,0.699197236,0.483620415
4866,8460,409,493,360,355339,63961.02,291377.98,2138.03,539,0.82,0.359341608,0.252722222
4867,5438,346,370,266,347726,79976.98,267749.02,1605.29,654,0.77,0.426864656,0.295198602
4868,9623,327,481,352,267964,29476.04,238487.96,1429.86,750,0.89,0.232553258,0.148587758
4869,2120,422,442,330,352876,52931.4,299944.6,1610.17,710,0.85,1.167061321,0.759514151
4870,6707,394,405,387,366364,29309.12,337054.88,1609.15,773,0.92,0.359050246,0.239920978
4871,6774,365,419,420,269191,45762.47,223428.53,1199.41,726,0.83,0.292797461,0.177060821
4872,6379,270,360,238,376780,67820.4,308959.6,1658.56,601,0.82,0.358764697,0.260003135
4873,9299,334,394,374,354103,42492.36,311610.64,2073.15,608,0.88,0.301231315,0.222943327
4874,5288,306,487,361,238120,57148.8,180971.2,1204.01,639,0.76,0.377649395,0.227687216
4875,9417,344,477,338,382843,30627.44,352215.56,2584.43,529,0.92,0.361625783,0.274443029
4876,3784,310,456,263,355357,71071.4,284285.6,1704.44,682,0.8,0.652864693,0.450433404
4877,9522,341,389,288,426163,89494.23,336668.77,1607.31,782,0.79,0.245464188,0.168799622
4878,8500,452,386,429,490076,93114.44,396961.56,2641,621,0.81,0.409294118,0.310705882
4879,7364,388,446,425,259416,15564.96,243851.04,1622.35,627,0.94,0.333561923,0.220308256
4880,4048,311,385,295,463929,32475.03,431453.97,3165.86,572,0.93,0.954016798,0.78208004
4881,5169,428,438,250,294968,67842.64,227125.36,1361.73,669,0.77,0.430978913,0.263441672
4882,2344,363,377,281,298620,50765.4,247854.6,1330.54,740,0.83,0.883336177,0.567636519
4883,8040,351,378,343,445047,111261.75,333785.25,2001.21,679,0.75,0.339578358,0.248906716
4884,8900,217,367,388,406848,77301.12,329546.88,2418.1,543,0.81,0.337314607,0.271696629
4885,3371,271,396,409,297306,71353.44,225952.56,1657.96,590,0.76,0.689694453,0.491830317
4886,9495,392,471,350,353051,98854.28,254196.72,1213.57,786,0.72,0.218701422,0.12781148
4887,7259,325,444,421,311723,68579.06,243143.94,1160.81,760,0.78,0.265850668,0.159913211
4888,5206,384,368,277,373940,82266.8,291673.2,1748.73,653,0.78,0.480355359,0.335906646
4889,8579,442,430,229,266213,66553.25,199659.75,1197.06,650,0.75,0.241177293,0.139533745
4890,7958,398,429,220,469897,23494.85,446402.15,2131.19,779,0.95,0.371725308,0.267804725
4891,3489,372,447,220,425565,76601.7,348963.3,2560.57,515,0.82,0.968635712,0.733897965
4892,3890,391,430,263,262708,70931.16,191776.84,1275.9,637,0.73,0.539048843,0.327994859
4893,2433,354,428,369,314584,69208.48,245375.52,1171.46,775,0.78,0.802901767,0.481487875
4894,6105,308,472,369,477970,105153.4,372816.6,2480.36,613,0.78,0.534047502,0.406283374
4895,2522,388,407,238,316013,22120.91,293892.09,1577.68,732,0.93,0.940793021,0.62556701
4896,9096,389,419,317,390998,101659.48,289338.52,2123.06,570,0.74,0.322236148,0.233405893
4897,5658,495,470,406,353448,98965.44,254482.56,1525.75,672,0.72,0.440217391,0.269662425
4898,9496,219,429,373,356402,35640.2,320761.8,2134.04,632,0.9,0.292969671,0.224730413
4899,5794,330,440,442,499026,129746.76,369279.24,1763,781,0.74,0.437176389,0.30428029
4900,5369,368,350,369,262698,13134.9,249563.1,1831.21,541,0.95,0.474801639,0.341070963
4901,4764,331,434,347,438835,65825.25,373009.75,1572.62,802,0.85,0.490684299,0.330104954
4902,2901,381,431,252,385822,88739.06,297082.94,1594.81,737,0.77,0.829648397,0.549744916
4903,8487,305,468,254,436936,61171.04,375764.96,2757.23,550,0.86,0.415957347,0.324876871
4904,2136,284,388,368,292923,67372.29,225550.71,1500.59,629,0.77,1.01713015,0.702523408
4905,5502,391,470,231,297735,65501.7,232233.3,1704.05,537,0.78,0.466203199,0.309714649
4906,4787,274,359,337,460481,119725.06,340755.94,1436.64,838,0.74,0.432345937,0.300112806
4907,2617,467,406,235,356443,35644.3,320798.7,1531.54,777,0.9,0.918815438,0.58522736
4908,8393,491,482,300,324656,25972.48,298683.52,1987.15,620,0.92,0.35269272,0.236762779
4909,2296,446,444,271,296300,59260,237040,1272.48,737,0.8,0.94184669,0.554216028
4910,5934,332,367,250,293571,14678.55,278892.45,2046.41,530,0.95,0.462657567,0.344861813
4911,8435,449,379,319,452879,54345.48,398533.52,2651.45,607,0.88,0.412501482,0.314339063
4912,2438,414,453,392,341580,75147.6,266432.4,1597.4,693,0.78,1.010828548,0.655209188
4913,7511,369,437,362,331643,16582.15,315060.85,2311.8,533,0.95,0.415097856,0.307788577
4914,9114,404,413,427,239782,55149.86,184632.14,1354.77,570,0.77,0.238289445,0.148647136
4915,2847,405,423,307,248380,42224.6,206155.4,1512.7,557,0.83,0.822163681,0.531331226
4916,4959,334,448,355,249140,17439.8,231700.2,1243.82,711,0.93,0.408513813,0.25082073
4917,2032,294,493,349,342232,88980.32,253251.68,1684.89,607,0.74,1.216481299,0.82917815
4918,7344,308,375,389,429583,51549.96,378033.04,2773.87,532,0.88,0.470706699,0.37770561
4919,7839,475,377,294,372801,37280.1,335520.9,2461.93,525,0.9,0.422749075,0.314061743
4920,2690,253,381,238,374813,44977.56,329835.44,1977.53,683,0.88,0.970828996,0.735141264
4921,3380,211,350,344,308298,70908.54,237389.46,1741.88,536,0.77,0.681325444,0.515349112
4922,2187,453,404,223,248312,17381.84,230930.16,1536.38,625,0.93,1.094366712,0.702505716
4923,3974,259,390,357,439440,96676.8,342763.2,2515.07,588,0.78,0.796192753,0.632881228
4924,5140,478,431,344,323075,35538.25,287536.75,1212.27,835,0.89,0.412698444,0.235850195
4925,5745,351,381,331,455428,54651.36,400776.64,2666.38,645,0.88,0.591536989,0.464121845
4926,5111,372,468,335,275316,35791.08,239524.92,1143.53,765,0.87,0.388090393,0.223738994
4927,4376,492,457,282,232145,27857.4,204287.6,1096.66,717,0.88,0.467472578,0.250607861
4928,8352,359,497,309,379248,72057.12,307190.88,2043.75,603,0.81,0.347192289,0.244701868
4929,8802,280,352,359,496915,124228.75,372686.25,1779.26,779,0.75,0.273944558,0.202142695
4930,9856,324,450,358,272668,76347.04,196320.96,937.27,775,0.72,0.173627232,0.095096388
4931,2819,495,489,353,441659,61832.26,379826.74,2038.99,705,0.86,1.07236254,0.72330259
4932,3797,359,393,215,489787,73468.05,416318.95,3054.8,526,0.85,1.002580985,0.804529892
4933,4058,482,479,382,338738,88071.88,250666.12,1839.3,582,0.74,0.690069,0.453252834
4934,4032,252,471,329,288843,25995.87,262847.13,1748.73,634,0.91,0.613028274,0.433712798
4935,8841,323,420,289,296802,20776.14,276025.86,1317.79,771,0.93,0.233094673,0.149054406
